nom_pat,prenom_pat,date_naissance,sexe,telephone
Kane,Fatou,2017-04-11,f,780340718
Diop,Fatou,1951-12-09,f,702251280
Fall,Mamadou,1987-06-06,m,780216148
Ba,Moussa,1940-10-05,m,768832531
Sarr,Mamadou,2012-06-06,m,763704747
Ndiaye,Khady,1943-01-13,f,768049363
Sy,Mamadou,1977-03-22,m,774271591
Sarr,Ousmane,1954-09-22,m,704373487
Fall,Mariama,1976-10-15,f,760072364
Sarr,Mariama,2000-12-07,f,784520346
Sarr,Cheikh,2008-10-25,m,773443219
Diallo,Mariama,2013-03-09,f,708726796
Ndiaye,Fatou,1979-08-29,f,703947169
Diop,Mariama,1947-01-24,f,705586214
Faye,Ousmane,1995-06-09,m,779934594
Ba,Ousmane,2003-04-08,m,768667054
Diop,Cheikh,1953-08-11,m,762326977
Ba,Abdoulaye,1943-12-08,m,785498483
Kane,Aminata,2007-07-29,f,765923420
Sarr,Fatou,1950-11-08,f,761167913
Ndiaye,Fatou,1970-12-03,f,777967137
Sow,Ousmane,1941-12-16,m,774835985
Diop,Fatou,1988-04-08,f,762286427
Ba,Abdoulaye,1940-10-30,m,774908129
Ba,Mamadou,1967-07-20,m,782338539
Kane,Abdoulaye,2008-10-21,m,760512125
Gueye,Ibrahima,1981-09-18,m,773344456
Sarr,Khady,1982-10-22,f,777889078
Fall,Ibrahima,1954-09-18,m,772749984
Gueye,Fatou,1955-07-14,f,763536031
Gueye,Ousmane,2008-04-02,m,778790425
Faye,Khady,1942-06-26,f,777654085
Ba,Aminata,1980-11-04,f,783918574
Ndiaye,Mariama,1957-05-17,f,766196064
Fall,Oumar,1965-10-06,m,787818030
Gueye,Ibrahima,2014-06-26,m,775780189
Diop,Khady,1986-05-16,f,707633424
Fall,Fatou,1994-12-11,f,763750522
Kane,Mariama,1992-07-03,f,789989275
Kane,Aminata,1942-11-30,f,709885036
Ndiaye,Aminata,1990-01-10,f,762486877
Diop,Abdoulaye,2000-06-03,m,786658021
Faye,Mariama,1965-06-17,f,707051211
Gueye,Awa,1972-07-03,f,775380312
Kane,Awa,2021-09-25,f,708102222
Sow,Mamadou,1954-12-21,m,766205884
Sarr,Abdoulaye,2007-12-18,m,778651801
Ba,Mariama,1973-11-14,f,783273433
Sow,Abdoulaye,1985-06-28,m,781658693
Diop,Ibrahima,2007-06-18,m,706006465
Diop,Oumar,1950-09-16,m,702959037
Sow,Awa,1987-12-17,f,785769125
Fall,Oumar,1958-05-03,m,787628850
Sarr,Mamadou,1987-10-15,m,775330172
Gueye,Oumar,2010-09-24,m,763704764
Diallo,Mamadou,1980-12-09,m,703212086
Gueye,Ibrahima,2011-05-12,m,770381065
Gueye,Mamadou,2017-12-04,m,701308786
Gueye,Aminata,1978-02-18,f,769573397
Sy,Ousmane,1997-02-17,m,774374217
Sy,Khady,1984-06-07,f,776520311
Sow,Abdoulaye,1991-06-30,m,785312324
Ndiaye,Oumar,1978-04-05,m,777006605
Sy,Mamadou,1987-11-12,m,700423582
Ba,Oumar,1977-02-01,m,764109764
Diop,Awa,1985-11-09,f,701236983
Sow,Mariama,1946-04-23,f,778045576
Sarr,Abdoulaye,2010-06-27,m,764428713
Sarr,Abdoulaye,1986-05-17,m,706243739
Fall,Mamadou,1988-08-25,m,705175758
Fall,Fatou,1973-05-19,f,785592398
Sow,Moussa,2023-10-22,m,769431343
Gueye,Abdoulaye,1965-12-13,m,706609029
Sarr,Cheikh,1987-06-04,m,779654999
Sow,Khady,2019-02-06,f,767430590
Kane,Fatou,2006-06-13,f,787303243
Ndiaye,Mariama,2009-12-12,f,703524343
Sarr,Ibrahima,2005-12-11,m,778127587
Kane,Fatou,1948-10-15,f,779731009
Sow,Fatou,1976-11-23,f,784026321
Gueye,Fatou,2008-06-14,f,782876957
Diop,Aminata,1948-03-27,f,701580639
Diop,Awa,1954-02-03,f,760218652
Fall,Ibrahima,1952-04-26,m,770650042
Sow,Abdoulaye,1966-02-26,m,775636938
Diallo,Fatou,1947-12-23,f,765766071
Sow,Cheikh,1975-03-25,m,774542751
Ba,Abdoulaye,1942-03-01,m,700777564
Sy,Awa,2016-05-18,f,784938339
Faye,Fatou,1946-10-30,f,784815828
Fall,Abdoulaye,1965-10-28,m,785707559
Sy,Abdoulaye,1947-06-29,m,783839931
Sow,Abdoulaye,1940-09-29,m,778854357
Sarr,Ibrahima,1977-06-08,m,784831086
Diallo,Oumar,1986-01-14,m,780709548
Sarr,Abdoulaye,2009-11-05,m,709594769
Sy,Mariama,1976-09-07,f,785291017
Sy,Cheikh,1984-06-12,m,773511005
Diop,Khady,1998-12-05,f,776866369
Ba,Awa,2009-03-23,f,777711879
Faye,Mariama,1957-04-02,f,771095653
Diop,Mariama,1957-04-25,f,777698517
Kane,Awa,1951-09-15,f,774562737
Diallo,Ibrahima,2009-11-20,m,766859223
Gueye,Khady,1983-02-11,f,706883810
Sy,Awa,1953-07-16,f,781188117
Kane,Ibrahima,2018-04-06,m,768957065
Fall,Ibrahima,1941-09-07,m,779422013
Faye,Awa,2022-06-24,f,702878028
Sy,Mamadou,1954-05-24,m,703162762
Ba,Oumar,1943-12-22,m,706243264
Ba,Aminata,2022-11-10,f,775321199
Ndiaye,Aminata,2002-03-02,f,777945819
Ba,Cheikh,1994-03-07,m,701626291
Ndiaye,Awa,1983-04-01,f,770321365
Diallo,Ousmane,2005-10-14,m,782130025
Gueye,Awa,1972-01-24,f,782567175
Kane,Ibrahima,2004-11-08,m,702502824
Ba,Abdoulaye,2000-12-14,m,702612930
Ba,Abdoulaye,1956-06-23,m,703428998
Faye,Mamadou,2009-07-14,m,789845479
Kane,Abdoulaye,2005-12-13,m,784342084
Fall,Abdoulaye,2023-01-03,m,771169268
Sy,Khady,1968-09-18,f,767017843
Kane,Aminata,2021-09-03,f,705827691
Sarr,Khady,1996-01-23,f,780428996
Fall,Oumar,1955-12-31,m,772522470
Sarr,Khady,1992-09-03,f,767211228
Ndiaye,Awa,1956-03-26,f,701775040
Ba,Fatou,1983-12-15,f,780232675
Diallo,Abdoulaye,2001-10-31,m,784693772
Diallo,Oumar,1982-03-19,m,786081226
Ndiaye,Moussa,1945-03-30,m,773868302
Sarr,Fatou,1988-09-24,f,700644553
Faye,Ibrahima,1981-05-28,m,701254358
Gueye,Abdoulaye,1992-05-05,m,776099710
Gueye,Aminata,1996-06-25,f,770174852
Diallo,Mamadou,2009-10-28,m,705897567
Faye,Aminata,2021-01-07,f,763530984
Ba,Khady,2000-06-24,f,773055950
Kane,Mamadou,1992-08-14,m,769981596
Fall,Khady,1964-07-24,f,782318656
Diop,Mariama,1971-02-26,f,709436508
Kane,Awa,1960-11-20,f,705687228
Fall,Ibrahima,1968-06-19,m,767241257
Sow,Awa,2017-04-18,f,761883397
Kane,Mariama,2010-03-07,f,705100703
Ba,Ibrahima,1965-03-12,m,784912802
Sarr,Oumar,1944-07-08,m,783221598
Ndiaye,Cheikh,1971-01-06,m,787378991
Sy,Ousmane,1949-12-31,m,706886158
Diallo,Cheikh,1978-03-02,m,768134781
Diallo,Ousmane,1996-03-27,m,781913601
Fall,Ousmane,2008-09-19,m,703569820
Ndiaye,Aminata,1941-08-23,f,762585740
Sarr,Fatou,1989-08-17,f,783494433
Sarr,Cheikh,1973-04-18,m,709941730
Ba,Khady,1979-08-09,f,782928985
Kane,Oumar,1948-11-18,m,777996382
Fall,Fatou,2013-07-29,f,786498747
Kane,Awa,1959-10-12,f,709874707
Ba,Aminata,1993-04-05,f,700210371
Sarr,Khady,1973-04-29,f,703828587
Diallo,Khady,1959-01-19,f,760606497
Sy,Ousmane,1996-06-25,m,779446422
Fall,Oumar,1990-05-15,m,782690015
Ndiaye,Mariama,1976-01-01,f,771586793
Faye,Mariama,1970-08-19,f,776160536
Faye,Fatou,1995-07-15,f,783901310
Ba,Awa,2016-02-19,f,789463969
Sarr,Awa,1996-06-01,f,764486586
Ba,Aminata,1972-12-09,f,704606274
Sy,Mariama,1980-04-14,f,787815685
Sow,Khady,1986-10-24,f,786940476
Sow,Khady,1967-06-12,f,777856583
Sow,Fatou,2022-08-08,f,766980170
Ba,Khady,2002-12-21,f,787339892
Diop,Aminata,2000-09-04,f,777792259
Diallo,Ousmane,1963-01-08,m,771276175
Sy,Ibrahima,1966-01-25,m,776773919
Sow,Mamadou,1983-08-06,m,773735219
Sarr,Cheikh,1992-11-21,m,784310775
Gueye,Cheikh,1940-02-28,m,784081289
Sy,Awa,1993-02-20,f,781216096
Kane,Mariama,1982-10-16,f,786916836
Kane,Mariama,2017-10-21,f,789360000
Fall,Mariama,1958-07-18,f,789120503
Sarr,Cheikh,1951-05-10,m,703628284
Sarr,Mariama,1994-10-01,f,700055416
Ndiaye,Oumar,1941-02-10,m,789979760
Faye,Moussa,2011-02-17,m,780440635
Faye,Cheikh,1997-09-10,m,780719731
Gueye,Khady,1966-05-19,f,789890057
Ndiaye,Abdoulaye,1997-01-01,m,777436580
Diop,Moussa,1964-04-02,m,782928660
Fall,Mamadou,1993-01-14,m,773993401
Ndiaye,Khady,1949-11-27,f,764552313
Faye,Aminata,1986-01-18,f,787617929
Diallo,Oumar,1960-07-17,m,708441429
Diop,Awa,1993-03-07,f,775170563
Sow,Abdoulaye,1986-01-07,m,785775542
Faye,Mamadou,1987-08-07,m,773881637
Ndiaye,Moussa,1990-10-25,m,701890297
Ba,Aminata,1985-08-30,f,707285181
Ndiaye,Khady,1961-08-30,f,701386842
Faye,Cheikh,2015-11-11,m,769899195
Sow,Fatou,1967-03-06,f,781499605
Kane,Awa,1950-09-06,f,772312718
Sy,Aminata,2002-07-02,f,768267119
Faye,Aminata,1970-04-12,f,765671888
Sow,Awa,1954-02-28,f,706647430
Diallo,Awa,1996-05-10,f,788851215
Sarr,Cheikh,1950-11-04,m,782137278
Faye,Cheikh,2001-01-11,m,786306575
Gueye,Awa,1983-03-06,f,709204746
Ba,Moussa,2001-05-20,m,700712940
Sarr,Fatou,1974-07-20,f,777494774
Gueye,Fatou,1957-05-07,f,706974713
Faye,Oumar,2007-05-20,m,770304569
Ba,Cheikh,1958-02-19,m,773805409
Sy,Khady,1986-08-08,f,782708717
Diop,Oumar,1945-06-13,m,788842338
Gueye,Awa,1956-04-17,f,788798574
Fall,Oumar,1949-06-08,m,788774359
Ndiaye,Moussa,1941-02-03,m,705185152
Diallo,Aminata,1956-06-19,f,778605005
Kane,Ousmane,1979-07-30,m,766386650
Ba,Cheikh,2003-06-24,m,761621090
Sow,Fatou,1957-03-17,f,701654342
Kane,Ousmane,1966-04-05,m,767691891
Ndiaye,Oumar,1963-10-11,m,780242818
Ba,Oumar,1980-02-01,m,706920136
Sarr,Ibrahima,1970-02-02,m,788591365
Sarr,Mariama,1985-10-18,f,775150569
Sarr,Aminata,2005-12-08,f,702896884
Diallo,Ibrahima,1943-06-18,m,704414572
Diallo,Moussa,1966-12-24,m,763299855
Sy,Cheikh,1990-01-26,m,702656645
Fall,Cheikh,1987-11-11,m,764634862
Fall,Khady,1943-04-09,f,786733842
Fall,Aminata,1991-02-06,f,782682904
Sarr,Ibrahima,2012-02-06,m,766291916
Fall,Abdoulaye,1989-05-12,m,773935923
Ba,Oumar,1956-08-17,m,786352929
Diop,Aminata,1969-04-04,f,783400639
Gueye,Mariama,1947-03-28,f,773876999
Ba,Abdoulaye,1989-05-14,m,785811055
Gueye,Khady,2002-09-16,f,708926031
Fall,Ousmane,1966-08-28,m,787116212
Kane,Cheikh,2004-10-11,m,704990966
Sow,Oumar,1988-12-04,m,775564304
Diallo,Ousmane,1963-08-11,m,767378837
Fall,Mariama,1985-01-30,f,762597963
Diallo,Mariama,2015-10-30,f,766674082
Diallo,Mariama,1978-12-06,f,772751565
Gueye,Aminata,2002-05-28,f,779277072
Fall,Mariama,1990-03-20,f,760000006
Gueye,Ibrahima,1966-10-05,m,766131270
Gueye,Ibrahima,2017-07-04,m,763345006
Faye,Mariama,2006-08-20,f,777509667
Sow,Fatou,2018-03-13,f,771690164
Fall,Khady,1981-10-18,f,767511324
Faye,Aminata,2005-12-02,f,761316042
Faye,Oumar,2011-10-30,m,762527058
Gueye,Aminata,1954-11-03,f,761619201
Diop,Khady,1949-01-26,f,705191015
Gueye,Cheikh,1977-01-10,m,764756406
Diallo,Mariama,2005-01-03,f,777614500
Diallo,Oumar,1994-08-29,m,787236315
Ba,Abdoulaye,2010-05-23,m,706887658
Ba,Oumar,1940-03-17,m,705349143
Ba,Ibrahima,1993-03-21,m,700557714
Fall,Fatou,1947-03-13,f,768493230
Diop,Abdoulaye,1987-08-18,m,770999575
Diop,Aminata,2000-07-22,f,708357569
Ndiaye,Ousmane,2005-11-09,m,775013573
Sarr,Mariama,1950-09-14,f,768317816
Diop,Awa,1946-08-24,f,782811861
Ba,Mamadou,1996-11-07,m,760108475
Sy,Fatou,2008-05-28,f,705200458
Sow,Cheikh,1996-10-02,m,708094720
Sy,Aminata,1988-01-22,f,779107314
Ndiaye,Fatou,1979-02-14,f,704014791
Faye,Mariama,1996-04-11,f,762584091
Faye,Mamadou,2001-02-07,m,779841673
Sarr,Moussa,1980-04-08,m,785190632
Ba,Mamadou,1946-07-03,m,770890602
Sarr,Mariama,1958-01-21,f,774739371
Gueye,Fatou,1966-03-04,f,782075606
Kane,Oumar,1966-04-11,m,700919484
Kane,Aminata,1951-02-18,f,700390151
Sarr,Ousmane,1954-10-18,m,760737440
Sy,Ousmane,1960-07-05,m,702220221
Sarr,Mamadou,1948-06-20,m,779092611
Diop,Aminata,1990-06-18,f,769427543
Sarr,Ousmane,1964-01-20,m,760671392
Ndiaye,Mamadou,2001-11-25,m,779892859
Diop,Fatou,1953-02-19,f,773312933
Sarr,Mamadou,1982-10-10,m,775065676
Ndiaye,Abdoulaye,2010-03-01,m,766060672
Diop,Moussa,2023-04-22,m,775793196
Diallo,Abdoulaye,2015-12-08,m,774632977
Sarr,Awa,2007-08-19,f,704194689
Gueye,Aminata,1945-03-25,f,769603137
Gueye,Aminata,1983-10-29,f,701276445
Ba,Aminata,2002-06-10,f,785675465
Diop,Abdoulaye,1986-09-24,m,786556491
Sarr,Cheikh,2015-03-31,m,771589266
Ndiaye,Khady,1952-07-14,f,771353639
Sow,Moussa,1976-05-24,m,700302919
Kane,Awa,1942-02-24,f,702167256
Ndiaye,Ousmane,1971-09-29,m,703651721
Kane,Oumar,1989-03-25,m,787108462
Diallo,Abdoulaye,1987-11-17,m,763672725
Ba,Awa,2003-04-23,f,764793871
Ndiaye,Awa,2000-06-04,f,789546253
Gueye,Ousmane,1944-10-04,m,704795738
Gueye,Moussa,1968-03-30,m,702055232
Diallo,Awa,1955-06-13,f,761053547
Ba,Mariama,2008-01-01,f,701903226
Ndiaye,Cheikh,2016-08-29,m,706143816
Sow,Moussa,1973-01-30,m,706432671
Ba,Abdoulaye,1985-05-05,m,771953515
Sarr,Khady,1946-06-20,f,764981140
Gueye,Oumar,1969-10-15,m,776659009
Sow,Khady,2021-05-16,f,704964232
Diop,Cheikh,1961-09-27,m,703742612
Sow,Cheikh,2008-12-23,m,788843544
Kane,Ousmane,2002-01-25,m,701446032
Diallo,Mariama,1974-08-12,f,766375978
Kane,Aminata,1990-08-25,f,782125151
Ndiaye,Awa,2007-12-27,f,700136164
Ndiaye,Aminata,1983-07-29,f,786660466
Fall,Oumar,2022-09-14,m,773731710
Ba,Mamadou,1980-09-06,m,700479299
Faye,Cheikh,2003-05-13,m,764307834
Ba,Khady,1983-11-16,f,704214569
Kane,Moussa,1981-08-31,m,760268090
Faye,Mariama,2015-06-23,f,700635922
Faye,Ibrahima,2008-05-22,m,762307066
Fall,Mamadou,1992-08-06,m,786035414
Diop,Awa,1995-07-19,f,700544430
Sow,Ibrahima,2006-10-16,m,705038818
Diallo,Ibrahima,1996-10-18,m,775097711
Ndiaye,Mamadou,2003-10-24,m,783992415
Faye,Khady,1951-12-24,f,766742748
Kane,Fatou,2008-07-09,f,701083257
Diallo,Khady,1962-12-31,f,708452606
Gueye,Mariama,1981-09-26,f,767902364
Sy,Ousmane,1947-04-30,m,766660416
Kane,Awa,1957-03-01,f,786360492
Kane,Ibrahima,1980-02-14,m,781513657
Diallo,Aminata,1956-09-26,f,706557210
Sow,Ousmane,1944-12-29,m,706470336
Faye,Moussa,1959-07-06,m,702292271
Diop,Cheikh,1958-09-08,m,703261432
Faye,Moussa,2004-11-11,m,787829951
Ba,Fatou,1940-07-03,f,701573744
Fall,Awa,1944-04-28,f,775076248
Fall,Mamadou,2010-02-10,m,702328309
Gueye,Mariama,1962-09-01,f,706088401
Diallo,Moussa,2012-12-14,m,702898467
Ndiaye,Fatou,1980-09-21,f,768619106
Sarr,Khady,1986-12-15,f,707144097
Faye,Mamadou,1970-08-21,m,782702097
Ba,Ousmane,1950-02-02,m,765089802
Diallo,Ibrahima,2014-01-07,m,769253071
Sow,Aminata,1987-12-08,f,786747330
Fall,Aminata,1951-09-02,f,773515962
Gueye,Mariama,1983-04-09,f,704435769
Sow,Ibrahima,1996-03-28,m,775500242
Sy,Awa,2004-07-15,f,709932951
Diallo,Aminata,1972-03-17,f,778656821
Sow,Khady,1953-09-15,f,774809304
Fall,Ibrahima,1999-03-02,m,779474094
Kane,Abdoulaye,1946-11-16,m,779228710
Gueye,Aminata,2001-10-17,f,768040715
Faye,Moussa,1942-07-28,m,707850824
Diop,Ibrahima,1949-01-20,m,709684581
Diop,Aminata,1957-03-26,f,775139497
Kane,Ibrahima,1946-06-04,m,767759756
Diop,Abdoulaye,1994-03-15,m,768289294
Sarr,Awa,1976-12-25,f,763971199
Sy,Mamadou,1976-08-13,m,763453793
Ndiaye,Mamadou,1941-09-02,m,767794045
Ndiaye,Khady,1995-10-05,f,774313968
Sy,Mamadou,2016-08-05,m,781575169
Diop,Aminata,1963-12-09,f,771996118
Fall,Cheikh,1964-10-24,m,774736736
Diop,Fatou,2007-12-26,f,784679522
Ndiaye,Khady,1959-05-16,f,778904824
Kane,Abdoulaye,1945-08-18,m,760042879
Faye,Abdoulaye,1998-02-24,m,786422151
Sow,Moussa,1975-04-13,m,762090846
Fall,Ousmane,1975-10-02,m,778609466
Diop,Aminata,1950-11-26,f,763618288
Ndiaye,Aminata,2013-07-06,f,786400772
Ba,Fatou,1963-06-18,f,765290121
Kane,Aminata,1965-09-25,f,704937619
Sy,Ibrahima,1979-05-08,m,768784302
Diop,Aminata,2001-04-17,f,774569314
Faye,Fatou,2019-09-30,f,761821378
Diallo,Moussa,1998-11-14,m,779422258
Ndiaye,Abdoulaye,1957-03-22,m,702560117
Sarr,Aminata,2001-07-24,f,775711704
Diallo,Mariama,1996-01-04,f,782208362
Ba,Cheikh,1971-02-01,m,702559336
Diop,Khady,1981-07-06,f,707202453
Kane,Abdoulaye,1950-04-27,m,702097079
Sow,Abdoulaye,1997-04-06,m,763368090
Sy,Aminata,1950-08-30,f,700696312
Ba,Oumar,2022-10-14,m,774919545
Gueye,Khady,1978-10-29,f,777433302
Faye,Khady,1954-09-11,f,774885577
Ndiaye,Mariama,2022-09-13,f,767344302
Sy,Fatou,1960-01-07,f,771058784
Faye,Cheikh,2010-08-01,m,777411740
Ndiaye,Abdoulaye,2000-01-06,m,767487246
Ba,Awa,1988-01-25,f,781256368
Diallo,Ousmane,1991-10-15,m,770387222
Sow,Ousmane,1984-05-19,m,760708504
Faye,Fatou,1994-07-27,f,704359152
Diallo,Mariama,1948-08-03,f,770886631
Ndiaye,Abdoulaye,1986-11-03,m,700536737
Fall,Cheikh,2006-03-03,m,781256536
Sy,Aminata,2007-06-29,f,784524462
Ba,Awa,1957-06-01,f,706568187
Faye,Fatou,1982-08-08,f,761707677
Gueye,Abdoulaye,2003-11-20,m,786392544
Gueye,Moussa,1982-03-20,m,709135217
Sow,Mariama,1957-07-26,f,771656547
Diallo,Fatou,1978-03-14,f,776591169
Sow,Aminata,1984-10-12,f,773922488
Faye,Ousmane,1951-06-15,m,700989807
Ba,Khady,1983-08-05,f,704164922
Diallo,Cheikh,1947-06-21,m,775200668
Sarr,Mariama,1995-01-20,f,773146760
Ba,Ibrahima,1984-06-14,m,703551632
Diallo,Mamadou,1949-01-21,m,781603376
Sow,Aminata,1944-11-16,f,700648143
Sy,Mariama,1994-02-24,f,772647303
Gueye,Moussa,2005-12-24,m,779375424
Ba,Mariama,1994-08-23,f,706580741
Diallo,Mariama,2017-06-02,f,708846033
Ba,Khady,1973-04-13,f,780190306
Diop,Moussa,1973-01-01,m,789131227
Ba,Fatou,1986-03-31,f,771425318
Diallo,Moussa,1945-07-08,m,768299556
Sarr,Oumar,1994-05-08,m,772336613
Fall,Aminata,1958-09-25,f,767258244
Ba,Cheikh,1966-12-03,m,704671319
Diallo,Aminata,2019-05-12,f,707545291
Sow,Cheikh,1987-06-18,m,701618510
Fall,Ousmane,1964-06-21,m,764330205
Diop,Cheikh,1992-09-20,m,704375574
Sow,Mamadou,1947-10-06,m,783067565
Sarr,Oumar,1967-02-24,m,770575414
Sarr,Ibrahima,2007-11-28,m,705342006
Ndiaye,Ibrahima,1993-02-13,m,766974615
Kane,Moussa,1974-01-02,m,784388358
Sy,Awa,1990-01-08,f,704474880
Gueye,Aminata,1993-10-30,f,786967333
Diop,Fatou,1966-09-10,f,766797542
Diallo,Ibrahima,1955-09-24,m,769073182
Ndiaye,Mamadou,1952-09-23,m,704759863
Gueye,Moussa,1977-10-18,m,766473302
Fall,Oumar,1992-04-14,m,764193792
Sy,Oumar,2007-07-16,m,781250426
Sow,Ousmane,1999-04-16,m,761034197
Sarr,Aminata,1989-09-25,f,777053293
Fall,Mariama,1944-08-16,f,787391953
Fall,Ousmane,2015-12-12,m,706455655
Gueye,Mariama,2015-08-21,f,780207953
Gueye,Mariama,1984-04-12,f,764204175
Sow,Awa,1970-09-15,f,776208447
Fall,Ibrahima,1946-01-28,m,768392472
Sow,Oumar,1978-12-01,m,766630911
Gueye,Oumar,1970-08-11,m,785059283
Gueye,Aminata,1990-08-30,f,773524259
Sow,Mariama,1972-12-03,f,775787854
Ba,Ibrahima,1956-09-12,m,781547737
Sow,Abdoulaye,1977-04-15,m,781392408
Faye,Abdoulaye,1959-03-15,m,702782057
Ndiaye,Awa,2005-05-21,f,701303815
Diallo,Khady,2020-08-26,f,765930538
Gueye,Mamadou,1971-04-26,m,767378307
Sy,Aminata,2011-05-28,f,705634732
Sarr,Oumar,1965-03-20,m,704796487
Sy,Moussa,1967-02-12,m,769053009
Sow,Moussa,2008-05-16,m,788747538
Sarr,Fatou,1998-09-09,f,774696373
Gueye,Moussa,1974-04-19,m,784252400
Ba,Khady,1952-09-01,f,780380737
Kane,Fatou,1997-03-25,f,775349084
Ba,Fatou,1987-03-28,f,776663629
Fall,Mariama,1949-07-23,f,783802108
Kane,Aminata,1955-10-23,f,701639209
Fall,Abdoulaye,1960-01-14,m,761524985
Gueye,Ibrahima,1979-09-12,m,776808086
Sarr,Abdoulaye,1945-09-05,m,769465208
Ba,Khady,2003-08-30,f,764885790
Gueye,Moussa,1962-10-09,m,701320103
Diop,Abdoulaye,1958-11-10,m,768506478
Gueye,Mamadou,1997-10-29,m,766901537
Fall,Mamadou,1963-09-05,m,785371785
Ndiaye,Oumar,1996-07-23,m,777154277
Faye,Oumar,1947-07-07,m,700336927
Ndiaye,Moussa,1975-06-11,m,776662628
Faye,Abdoulaye,1951-09-19,m,779165767
Kane,Ousmane,2017-12-06,m,704747673
Fall,Awa,2019-07-04,f,764872378
Sy,Mariama,2008-04-16,f,761187150
Gueye,Mariama,1956-11-16,f,702652644
Sy,Aminata,1988-08-31,f,778893437
Sow,Moussa,1958-02-17,m,709361097
Sarr,Aminata,2010-02-24,f,706680018
Fall,Ibrahima,1972-03-05,m,762770449
Diop,Aminata,1984-03-24,f,775593997
Diallo,Aminata,2021-07-27,f,760483434
Gueye,Khady,1966-10-28,f,763344323
Diallo,Aminata,1977-02-23,f,786424538
Sarr,Fatou,2015-01-11,f,783960170
Ndiaye,Awa,1999-09-19,f,760802308
Fall,Cheikh,1997-01-29,m,702555750
Ndiaye,Moussa,1965-07-20,m,701478763
Diallo,Mamadou,1946-04-26,m,772896234
Faye,Ibrahima,2004-08-01,m,700703469
Diallo,Ibrahima,1954-07-17,m,761825581
Ndiaye,Khady,1967-12-08,f,784925577
Sy,Awa,1950-04-13,f,706022911
Faye,Ousmane,1971-12-04,m,702352016
Fall,Fatou,1943-09-20,f,705748893
Ba,Fatou,1992-12-22,f,703990497
Faye,Khady,2018-10-24,f,706028371
Gueye,Khady,1960-10-12,f,707257332
Faye,Ousmane,2000-05-09,m,782653372
Kane,Mariama,1960-03-25,f,707375331
Gueye,Awa,2011-05-04,f,767380553
Ba,Khady,2019-10-17,f,705050562
Ndiaye,Aminata,1958-11-19,f,781691062
Sarr,Mariama,1940-11-29,f,783731749
Diop,Aminata,1962-02-14,f,775035308
Sarr,Fatou,1976-03-30,f,762855675
Sy,Mamadou,1977-05-26,m,762547081
Faye,Awa,1990-10-10,f,786116780
Diop,Aminata,2022-06-23,f,787640055
Sy,Mariama,2010-01-13,f,700591931
Sarr,Mariama,1967-10-07,f,778233573
Sow,Mariama,1955-10-15,f,761690562
Sarr,Moussa,1944-10-24,m,779208119
Sarr,Khady,2001-06-24,f,705850608
Gueye,Aminata,2002-06-23,f,762372699
Diop,Awa,2019-02-12,f,773553072
Diallo,Aminata,1985-09-15,f,708621182
Sarr,Fatou,1950-04-29,f,771860332
Diallo,Awa,1979-10-30,f,770114962
Kane,Mamadou,1997-07-12,m,781092724
Faye,Fatou,1953-11-25,f,770305033
Fall,Mamadou,2021-04-27,m,780315225
Gueye,Khady,2006-05-09,f,708616355
Sarr,Aminata,2021-03-24,f,788743404
Sarr,Awa,2018-04-09,f,765860036
Gueye,Aminata,2005-03-14,f,705596916
Diop,Awa,1994-12-15,f,781937612
Sarr,Abdoulaye,1983-01-19,m,764846723
Ba,Khady,1944-06-24,f,782662337
Fall,Aminata,1986-04-06,f,785207104
Gueye,Mariama,1986-03-28,f,709843124
Gueye,Awa,1978-02-04,f,702022744
Ba,Khady,1970-09-28,f,778679857
Kane,Abdoulaye,2007-03-24,m,701681347
Ndiaye,Moussa,1959-05-08,m,764887811
Diallo,Ousmane,1951-07-22,m,771473448
Diallo,Fatou,1954-06-25,f,779522574
Sy,Moussa,1971-09-08,m,703853070
Gueye,Cheikh,1959-01-30,m,772728623
Faye,Awa,2023-11-18,f,700829765
Gueye,Abdoulaye,1986-07-02,m,766697085
Diallo,Abdoulaye,1946-09-03,m,764540494
Sow,Aminata,1995-12-17,f,783608226
Diop,Mariama,1972-05-04,f,770286329
Ndiaye,Fatou,1982-08-04,f,705119099
Diop,Ousmane,1975-05-24,m,704179942
Kane,Mamadou,1990-12-18,m,787713534
Sow,Fatou,1993-08-28,f,778969004
Faye,Moussa,1992-05-20,m,788033873
Ba,Khady,1943-01-29,f,760980967
Gueye,Moussa,2022-09-22,m,784149255
Sy,Awa,1950-04-17,f,789867851
Sy,Moussa,1963-08-01,m,703561785
Kane,Oumar,1959-06-30,m,765773178
Faye,Abdoulaye,2016-08-19,m,778216276
Fall,Awa,2015-12-07,f,706304187
Faye,Mariama,1943-11-18,f,768223864
Ba,Moussa,1993-10-20,m,765781621
Sy,Mariama,2001-04-28,f,789736388
Kane,Cheikh,2010-04-30,m,766341636
Sow,Moussa,1975-08-23,m,781028304
Sarr,Abdoulaye,1940-10-24,m,762494807
Fall,Awa,1989-05-16,f,783759716
Fall,Mariama,2018-01-07,f,784513869
Ndiaye,Aminata,1961-02-10,f,788445666
Sow,Ibrahima,1975-07-12,m,777985605
Ndiaye,Oumar,1969-10-10,m,788150482
Diop,Moussa,1950-02-20,m,764007012
Sow,Ibrahima,1979-04-21,m,772314918
Faye,Fatou,2001-12-07,f,772527364
