nom_med,prenom_med,specialite,id_user
Sarr,Mariama,Cardiologie,7698
Kane,Mariama,Gynecologie,9912
Kane,Ousmane,Cardiologie,9822
Fall,Awa,Gynecologie,6047
Gueye,Fatou,Dermatologie,1817
Ndiaye,Ousmane,Chirurgie,5463
Ba,Mariama,Cardiologie,1068
Fall,Moussa,Dermatologie,144
Fall,Fatou,Gynecologie,4299
Ndiaye,Abdoulaye,Pediatrie,2446
Gueye,Aminata,Chirurgie,7934
Sarr,Abdoulaye,Dermatologie,4388
Sy,Khady,Gynecologie,8183
Sarr,Ibrahima,Dermatologie,2201
Faye,Fatou,Pediatrie,4815
Fall,Mamadou,Chirurgie,4928
Ba,Cheikh,Cardiologie,3040
Gueye,Cheikh,Dermatologie,3768
Faye,Cheikh,Gynecologie,1505
Diop,Oumar,Chirurgie,8450
Fall,Mamadou,Dermatologie,7162
Diop,Oumar,Pediatrie,2422
Ndiaye,Fatou,Medecine generale,7725
Diallo,Awa,Dermatologie,2608
Sarr,Aminata,Medecine generale,1756
Ba,Moussa,Gynecologie,8310
Ba,Oumar,Medecine generale,6394
Faye,Abdoulaye,Pediatrie,5381
Gueye,Oumar,Cardiologie,6688
Sow,Fatou,Cardiologie,8986
Faye,Abdoulaye,Cardiologie,501
Sarr,Abdoulaye,Pediatrie,8296
Ba,Aminata,Cardiologie,1776
Sy,Khady,Cardiologie,7127
Gueye,Fatou,Dermatologie,6987
Ndiaye,Ibrahima,Medecine generale,8430
Diallo,Cheikh,Dermatologie,576
Sow,Awa,Dermatologie,3864
Diop,Mamadou,Medecine generale,2557
Gueye,Moussa,Gynecologie,694
Gueye,Moussa,Pediatrie,5357
Ndiaye,Moussa,Pediatrie,7858
Faye,Mariama,Gynecologie,3782
Ndiaye,Mariama,Pediatrie,20
Diallo,Abdoulaye,Dermatologie,5671
Ba,Mariama,Cardiologie,8091
Sy,Mariama,Cardiologie,5242
Ndiaye,Mamadou,Cardiologie,2768
Kane,Moussa,Dermatologie,4993
Sow,Moussa,Medecine generale,6835
Sy,Mamadou,Medecine generale,2597
Ndiaye,Mariama,Chirurgie,904
Diop,Ousmane,Dermatologie,8130
Sy,Oumar,Chirurgie,9659
Kane,Mariama,Chirurgie,4491
Sow,Khady,Gynecologie,8560
Sarr,Oumar,Chirurgie,4720
Diop,Oumar,Chirurgie,472
Sarr,Ibrahima,Pediatrie,8223
Diop,Ousmane,Dermatologie,6403
Ndiaye,Khady,Chirurgie,11
Sow,Khady,Dermatologie,1153
Gueye,Khady,Chirurgie,5377
Diop,Fatou,Chirurgie,8088
Diallo,Khady,Gynecologie,3790
Ba,Awa,Medecine generale,3994
Sow,Cheikh,Cardiologie,6657
Ndiaye,Moussa,Gynecologie,8470
Kane,Mamadou,Dermatologie,1726
Fall,Abdoulaye,Pediatrie,8003
Sow,Ibrahima,Gynecologie,5209
Diallo,Aminata,Medecine generale,2969
Diallo,Abdoulaye,Medecine generale,5591
Faye,Mariama,Medecine generale,1717
Diop,Mamadou,Cardiologie,1450
Gueye,Mamadou,Dermatologie,4665
Sow,Ibrahima,Pediatrie,2686
Faye,Moussa,Dermatologie,5298
Diop,Ibrahima,Chirurgie,2181
Kane,Mariama,Medecine generale,5708
Kane,Ibrahima,Medecine generale,9087
Kane,Mariama,Pediatrie,6677
Diop,Ousmane,Dermatologie,4955
Ndiaye,Awa,Cardiologie,8831
Faye,Aminata,Cardiologie,5940
Sy,Ousmane,Gynecologie,2473
Kane,Cheikh,Dermatologie,9322
Kane,Moussa,Pediatrie,1982
Ba,Ibrahima,Pediatrie,8997
Diop,Abdoulaye,Cardiologie,9324
Kane,Cheikh,Medecine generale,7944
Sow,Mariama,Dermatologie,6035
Sow,Awa,Medecine generale,8236
Gueye,Mariama,Gynecologie,5043
Kane,Awa,Dermatologie,525
Sarr,Ousmane,Gynecologie,7017
Diallo,Cheikh,Medecine generale,128
Gueye,Abdoulaye,Dermatologie,4039
Diallo,Cheikh,Gynecologie,8737
Sarr,Moussa,Dermatologie,1531
Sy,Ousmane,Dermatologie,5769
Sy,Awa,Gynecologie,9886
Ba,Ibrahima,Cardiologie,8882
Faye,Cheikh,Gynecologie,9342
Sy,Khady,Pediatrie,5439
Faye,Awa,Chirurgie,5729
Kane,Fatou,Dermatologie,4530
Sy,Mariama,Gynecologie,4603
Ba,Aminata,Gynecologie,7137
Fall,Oumar,Cardiologie,371
Ba,Cheikh,Gynecologie,1158
Ba,Fatou,Cardiologie,2482
Sy,Oumar,Cardiologie,9199
Diallo,Ousmane,Dermatologie,217
Diallo,Aminata,Gynecologie,5401
Gueye,Khady,Dermatologie,3647
Sow,Mariama,Medecine generale,5920
Sarr,Ibrahima,Medecine generale,3946
Faye,Khady,Gynecologie,9162
Kane,Ibrahima,Dermatologie,6175
Gueye,Mamadou,Pediatrie,1671
Faye,Fatou,Dermatologie,3231
Sy,Mamadou,Gynecologie,4711
Ba,Mamadou,Chirurgie,1295
Faye,Abdoulaye,Medecine generale,2676
Diallo,Aminata,Pediatrie,2086
Fall,Ibrahima,Dermatologie,3750
Diallo,Cheikh,Pediatrie,1114
Ba,Mamadou,Medecine generale,753
Diop,Moussa,Pediatrie,8115
Kane,Ousmane,Cardiologie,754
Faye,Moussa,Medecine generale,1630
Sarr,Fatou,Chirurgie,4417
Sarr,Ousmane,Dermatologie,7016
Ba,Ibrahima,Dermatologie,1871
Ba,Mariama,Dermatologie,9584
Diallo,Ibrahima,Dermatologie,5033
Sarr,Aminata,Chirurgie,4730
Kane,Awa,Cardiologie,6276
Sarr,Awa,Cardiologie,6288
Kane,Mariama,Pediatrie,2089
Ndiaye,Khady,Dermatologie,2178
Diallo,Mariama,Pediatrie,7961
Ndiaye,Khady,Medecine generale,3441
Sarr,Khady,Medecine generale,3599
Sarr,Abdoulaye,Pediatrie,9451
Sow,Khady,Medecine generale,3256
Fall,Fatou,Dermatologie,416
Fall,Mariama,Gynecologie,6012
Faye,Cheikh,Gynecologie,6771
Faye,Oumar,Gynecologie,4246
Ndiaye,Khady,Cardiologie,8186
Fall,Ousmane,Cardiologie,8078
Gueye,Oumar,Chirurgie,7776
Faye,Oumar,Gynecologie,4592
Diop,Cheikh,Pediatrie,4413
Diallo,Awa,Medecine generale,9059
Sy,Ousmane,Medecine generale,9414
Ndiaye,Ibrahima,Chirurgie,8214
Sy,Mariama,Dermatologie,1643
Kane,Khady,Medecine generale,4408
Gueye,Mamadou,Medecine generale,6701
Ndiaye,Mariama,Pediatrie,7211
Gueye,Awa,Chirurgie,4080
Ba,Fatou,Gynecologie,8147
Kane,Ousmane,Cardiologie,345
Gueye,Moussa,Gynecologie,4053
Ba,Cheikh,Gynecologie,6192
Diallo,Cheikh,Dermatologie,547
Ba,Mamadou,Gynecologie,6154
Sow,Ousmane,Gynecologie,3121
Sy,Mamadou,Cardiologie,5850
Kane,Awa,Pediatrie,4943
Kane,Mariama,Chirurgie,3895
Sarr,Awa,Chirurgie,7409
Fall,Cheikh,Cardiologie,4796
Diallo,Ousmane,Gynecologie,8198
Sy,Ousmane,Chirurgie,4104
Sy,Oumar,Dermatologie,4738
Ndiaye,Khady,Cardiologie,3823
Fall,Moussa,Chirurgie,5268
Sow,Fatou,Dermatologie,9228
Diop,Fatou,Pediatrie,2326
Fall,Awa,Cardiologie,3379
Sow,Oumar,Medecine generale,1248
Fall,Oumar,Pediatrie,9417
Ndiaye,Ousmane,Cardiologie,177
Fall,Ousmane,Cardiologie,4595
Ba,Cheikh,Pediatrie,3833
Gueye,Moussa,Dermatologie,3860
Gueye,Cheikh,Pediatrie,1728
Diallo,Awa,Chirurgie,3577
Gueye,Mamadou,Gynecologie,8699
Kane,Aminata,Chirurgie,89
Faye,Cheikh,Gynecologie,1468
Sow,Mamadou,Chirurgie,2428
Sy,Ousmane,Chirurgie,8899
Sarr,Fatou,Cardiologie,4866
Faye,Mariama,Cardiologie,7345
Diop,Fatou,Cardiologie,3779
Kane,Mariama,Chirurgie,7709
Sow,Cheikh,Dermatologie,5146
Sow,Cheikh,Medecine generale,4549
Sow,Abdoulaye,Cardiologie,5225
Kane,Ibrahima,Gynecologie,6430
Sow,Ousmane,Chirurgie,6967
Ba,Abdoulaye,Dermatologie,9826
Diop,Aminata,Gynecologie,9504
Fall,Moussa,Gynecologie,5080
Ba,Cheikh,Gynecologie,1054
Kane,Ibrahima,Chirurgie,9415
Kane,Oumar,Medecine generale,4345
Ndiaye,Oumar,Chirurgie,6537
Faye,Aminata,Medecine generale,8815
Gueye,Ousmane,Pediatrie,7103
Sarr,Ousmane,Medecine generale,355
Fall,Fatou,Pediatrie,7940
Diop,Aminata,Medecine generale,1591
Diop,Awa,Cardiologie,5552
Sow,Cheikh,Medecine generale,7653
Diop,Fatou,Pediatrie,6996
Faye,Mariama,Dermatologie,6516
Gueye,Oumar,Cardiologie,2506
Sow,Ibrahima,Chirurgie,9596
Sow,Awa,Pediatrie,6267
Fall,Awa,Pediatrie,8018
Sy,Abdoulaye,Cardiologie,1241
Sarr,Moussa,Chirurgie,6132
Gueye,Oumar,Pediatrie,2716
Ndiaye,Aminata,Dermatologie,2159
Faye,Mariama,Cardiologie,8927
Diallo,Mamadou,Gynecologie,9305
Diallo,Oumar,Medecine generale,4322
Ndiaye,Mamadou,Pediatrie,9642
Fall,Ousmane,Cardiologie,3078
Ndiaye,Ibrahima,Gynecologie,214
Diallo,Awa,Cardiologie,3107
Fall,Aminata,Gynecologie,7540
Gueye,Ousmane,Dermatologie,9394
Kane,Oumar,Dermatologie,7350
Diop,Khady,Cardiologie,2208
Gueye,Mariama,Pediatrie,9782
Sow,Moussa,Gynecologie,284
Diallo,Aminata,Cardiologie,9426
Ba,Aminata,Chirurgie,9652
Sarr,Mariama,Pediatrie,3340
Kane,Moussa,Chirurgie,4469
Gueye,Oumar,Dermatologie,1110
Kane,Cheikh,Dermatologie,4630
Diallo,Ousmane,Gynecologie,7244
Kane,Abdoulaye,Dermatologie,3291
Sarr,Moussa,Cardiologie,5581
Fall,Oumar,Dermatologie,2849
Sow,Cheikh,Pediatrie,7984
Diallo,Moussa,Gynecologie,7230
Fall,Oumar,Medecine generale,5876
Sy,Mamadou,Dermatologie,487
Gueye,Aminata,Medecine generale,9315
Fall,Ousmane,Gynecologie,4544
Gueye,Awa,Pediatrie,5071
Ndiaye,Aminata,Cardiologie,8868
Faye,Abdoulaye,Cardiologie,8952
Diop,Mamadou,Medecine generale,8007
Sow,Oumar,Cardiologie,8875
Sow,Cheikh,Dermatologie,383
Sarr,Oumar,Gynecologie,7902
Diop,Khady,Chirurgie,1309
Sow,Fatou,Cardiologie,7216
Sarr,Cheikh,Chirurgie,7483
Fall,Khady,Gynecologie,5982
Faye,Cheikh,Cardiologie,4362
Sow,Fatou,Pediatrie,3334
Ba,Mamadou,Pediatrie,1152
Sarr,Oumar,Cardiologie,8764
Sy,Ibrahima,Cardiologie,1993
Kane,Abdoulaye,Dermatologie,4492
Ndiaye,Abdoulaye,Cardiologie,4696
Ba,Moussa,Gynecologie,8613
Sarr,Aminata,Medecine generale,7524
Gueye,Mariama,Dermatologie,5438
Gueye,Cheikh,Gynecologie,7242
Fall,Khady,Dermatologie,2993
Ba,Aminata,Dermatologie,3182
Ba,Moussa,Medecine generale,1796
Fall,Mariama,Pediatrie,823
Sow,Ousmane,Chirurgie,7547
Kane,Oumar,Pediatrie,4483
Sow,Mariama,Pediatrie,3887
Ndiaye,Oumar,Pediatrie,9930
Ba,Khady,Chirurgie,3906
Sy,Fatou,Medecine generale,8689
Diallo,Ibrahima,Gynecologie,4820
Faye,Cheikh,Dermatologie,6981
Sarr,Fatou,Dermatologie,1215
Kane,Moussa,Pediatrie,3075
Sy,Ibrahima,Pediatrie,7295
Ndiaye,Awa,Medecine generale,8290
Faye,Mariama,Chirurgie,4504
Fall,Ousmane,Pediatrie,110
Faye,Awa,Pediatrie,5210
Sow,Ousmane,Dermatologie,5397
Ba,Abdoulaye,Pediatrie,6250
Ndiaye,Abdoulaye,Dermatologie,3306
Gueye,Cheikh,Gynecologie,6167
Fall,Aminata,Dermatologie,657
Sarr,Cheikh,Medecine generale,5052
Ndiaye,Cheikh,Dermatologie,4601
Fall,Ousmane,Chirurgie,1272
Gueye,Mamadou,Dermatologie,6189
Gueye,Khady,Gynecologie,3114
Gueye,Mamadou,Gynecologie,4298
Fall,Mamadou,Gynecologie,7303
Sy,Cheikh,Medecine generale,3326
Sy,Khady,Dermatologie,4503
Ndiaye,Abdoulaye,Dermatologie,2219
Fall,Oumar,Gynecologie,7391
Sy,Mariama,Dermatologie,6551
Diop,Cheikh,Cardiologie,695
Sarr,Khady,Gynecologie,7610
Faye,Abdoulaye,Cardiologie,5200
Ba,Awa,Medecine generale,3904
Diop,Abdoulaye,Pediatrie,1277
Ba,Ousmane,Dermatologie,8762
Faye,Cheikh,Dermatologie,133
Gueye,Moussa,Cardiologie,2790
Sow,Ibrahima,Cardiologie,1225
Diallo,Moussa,Pediatrie,6645
Ndiaye,Fatou,Medecine generale,3920
Faye,Khady,Pediatrie,6383
Diallo,Oumar,Medecine generale,9144
Sow,Ousmane,Dermatologie,6003
Fall,Moussa,Pediatrie,3276
Diop,Mamadou,Cardiologie,6089
Sy,Mariama,Pediatrie,901
Diop,Fatou,Pediatrie,2347
Ndiaye,Fatou,Medecine generale,1060
Fall,Cheikh,Dermatologie,699
Ndiaye,Fatou,Dermatologie,9227
Ba,Mamadou,Dermatologie,8242
Gueye,Abdoulaye,Medecine generale,5070
Gueye,Ibrahima,Gynecologie,5578
Gueye,Aminata,Medecine generale,7854
Diop,Ibrahima,Pediatrie,2666
Ndiaye,Mariama,Medecine generale,1757
Sow,Ibrahima,Medecine generale,5376
Sy,Ibrahima,Gynecologie,4250
Faye,Awa,Medecine generale,3517
Ndiaye,Cheikh,Dermatologie,821
Sarr,Awa,Pediatrie,2306
Sy,Mariama,Chirurgie,3832
Sy,Mamadou,Chirurgie,3736
Ndiaye,Ibrahima,Dermatologie,8439
Kane,Awa,Medecine generale,66
Gueye,Aminata,Medecine generale,7399
Diop,Khady,Chirurgie,5121
Diop,Fatou,Pediatrie,6708
Ba,Mamadou,Chirurgie,5594
Ndiaye,Khady,Chirurgie,910
Diallo,Mariama,Chirurgie,9172
Ba,Ibrahima,Dermatologie,8032
Sy,Fatou,Chirurgie,8783
Fall,Cheikh,Dermatologie,2114
Sow,Cheikh,Pediatrie,7684
Fall,Cheikh,Pediatrie,6141
Ba,Abdoulaye,Cardiologie,9498
Sarr,Oumar,Chirurgie,9819
Gueye,Abdoulaye,Medecine generale,7358
Fall,Mamadou,Cardiologie,4330
Fall,Moussa,Chirurgie,3678
Faye,Oumar,Cardiologie,6004
Sow,Aminata,Dermatologie,7691
Gueye,Fatou,Chirurgie,8066
Kane,Moussa,Pediatrie,3534
Diallo,Ibrahima,Pediatrie,3785
Fall,Moussa,Cardiologie,6972
Gueye,Moussa,Medecine generale,5860
Gueye,Abdoulaye,Pediatrie,9882
Gueye,Mamadou,Cardiologie,9585
Fall,Awa,Dermatologie,2662
Kane,Aminata,Cardiologie,6923
Ba,Ibrahima,Chirurgie,5335
Sy,Oumar,Dermatologie,2671
Sow,Moussa,Medecine generale,5075
Sow,Ibrahima,Medecine generale,6679
Diallo,Moussa,Dermatologie,74
Ba,Ibrahima,Pediatrie,2165
Kane,Cheikh,Pediatrie,1390
Sow,Oumar,Cardiologie,6733
Ndiaye,Ibrahima,Pediatrie,2796
Gueye,Aminata,Dermatologie,9229
Diallo,Mamadou,Gynecologie,2746
Diop,Khady,Medecine generale,9583
Ba,Fatou,Pediatrie,5742
Kane,Mariama,Medecine generale,122
Diop,Aminata,Gynecologie,1179
Gueye,Fatou,Gynecologie,6484
Diop,Oumar,Medecine generale,4377
Faye,Fatou,Gynecologie,2636
Kane,Khady,Chirurgie,6135
Sow,Mariama,Cardiologie,8288
Sarr,Moussa,Dermatologie,1498
Fall,Ousmane,Cardiologie,8451
Sow,Cheikh,Chirurgie,6380
Diop,Awa,Dermatologie,3597
Sow,Cheikh,Chirurgie,111
Sy,Khady,Pediatrie,5269
Sarr,Cheikh,Pediatrie,3633
Fall,Moussa,Chirurgie,6747
Diallo,Khady,Pediatrie,2100
Diop,Mariama,Gynecologie,7492
Ndiaye,Aminata,Gynecologie,5716
Faye,Khady,Medecine generale,559
Diallo,Mamadou,Pediatrie,1394
Kane,Abdoulaye,Medecine generale,6108
Sow,Cheikh,Dermatologie,7818
Ndiaye,Ibrahima,Chirurgie,797
Gueye,Mamadou,Pediatrie,8275
Faye,Ousmane,Dermatologie,9461
Sy,Abdoulaye,Gynecologie,619
Kane,Oumar,Cardiologie,131
Gueye,Mamadou,Medecine generale,6001
Faye,Ibrahima,Gynecologie,6785
Diop,Mariama,Chirurgie,288
Ba,Abdoulaye,Dermatologie,3518
Sow,Fatou,Dermatologie,9935
Sarr,Khady,Medecine generale,6009
Ndiaye,Oumar,Medecine generale,2479
Faye,Cheikh,Cardiologie,1619
Sy,Ousmane,Pediatrie,6081
Diop,Oumar,Pediatrie,1877
Sarr,Mariama,Gynecologie,3469
Gueye,Abdoulaye,Gynecologie,5195
Ba,Aminata,Cardiologie,6690
Kane,Khady,Chirurgie,5383
Faye,Fatou,Medecine generale,9013
Sow,Cheikh,Chirurgie,2150
Ba,Abdoulaye,Medecine generale,6235
Sow,Abdoulaye,Gynecologie,6682
Gueye,Ousmane,Chirurgie,2354
Sarr,Moussa,Chirurgie,6360
Diallo,Cheikh,Chirurgie,3188
Ba,Mariama,Gynecologie,9572
Fall,Fatou,Pediatrie,9075
Fall,Mamadou,Cardiologie,6297
Sy,Aminata,Pediatrie,3538
Sarr,Ousmane,Medecine generale,3484
Faye,Awa,Dermatologie,5017
Diallo,Mamadou,Dermatologie,4462
Diop,Moussa,Dermatologie,1058
Faye,Khady,Chirurgie,6279
Ndiaye,Abdoulaye,Gynecologie,5732
Sy,Oumar,Dermatologie,4893
Gueye,Moussa,Medecine generale,4989
Kane,Ousmane,Medecine generale,8919
Ndiaye,Mariama,Medecine generale,4737
Ndiaye,Mamadou,Medecine generale,7382
Diop,Khady,Chirurgie,7222
Diop,Mamadou,Gynecologie,1310
Sarr,Fatou,Pediatrie,3690
Gueye,Khady,Cardiologie,9657
Kane,Fatou,Chirurgie,7199
Gueye,Khady,Cardiologie,5307
Ba,Aminata,Medecine generale,5218
Gueye,Awa,Gynecologie,488
Sarr,Khady,Gynecologie,3452
Sy,Ibrahima,Gynecologie,8286
Gueye,Khady,Pediatrie,6372
Sow,Abdoulaye,Medecine generale,8561
Diallo,Moussa,Chirurgie,4884
Gueye,Aminata,Pediatrie,8402
Ba,Cheikh,Medecine generale,3796
Kane,Awa,Gynecologie,3575
Faye,Aminata,Chirurgie,5072
Diop,Abdoulaye,Medecine generale,7220
Fall,Fatou,Chirurgie,3088
Kane,Moussa,Cardiologie,9155
Sy,Ibrahima,Chirurgie,4539
Diop,Fatou,Medecine generale,8249
Kane,Moussa,Gynecologie,6779
Fall,Abdoulaye,Pediatrie,145
Gueye,Cheikh,Gynecologie,2132
Diop,Awa,Medecine generale,5887
Ndiaye,Awa,Medecine generale,2254
Faye,Ibrahima,Dermatologie,1376
Kane,Aminata,Medecine generale,8958
Gueye,Mamadou,Cardiologie,6568
Diop,Fatou,Pediatrie,9940
Fall,Fatou,Medecine generale,603
Ba,Ousmane,Pediatrie,6759
Diallo,Khady,Gynecologie,5398
Sarr,Awa,Cardiologie,3973
Sow,Aminata,Pediatrie,882
Diallo,Mamadou,Medecine generale,6088
Fall,Ibrahima,Medecine generale,1141
Gueye,Aminata,Medecine generale,6268
Fall,Oumar,Gynecologie,874
Fall,Mamadou,Dermatologie,3061
Faye,Aminata,Dermatologie,6487
Sy,Ibrahima,Dermatologie,3925
Fall,Khady,Chirurgie,1652
Faye,Aminata,Cardiologie,3369
Fall,Awa,Medecine generale,1229
Kane,Mamadou,Pediatrie,8396
Fall,Mamadou,Cardiologie,6068
Faye,Awa,Pediatrie,1725
Sarr,Mariama,Cardiologie,3235
Kane,Abdoulaye,Medecine generale,6512
Gueye,Ousmane,Dermatologie,6616
Fall,Ibrahima,Chirurgie,568
Diop,Moussa,Cardiologie,4676
Ndiaye,Abdoulaye,Pediatrie,5132
Ba,Moussa,Chirurgie,6640
Ba,Cheikh,Medecine generale,2743
Fall,Oumar,Pediatrie,7102
Faye,Oumar,Chirurgie,3266
Sow,Khady,Gynecologie,4081
Sow,Moussa,Pediatrie,5250
Faye,Mamadou,Dermatologie,5437
Faye,Mariama,Dermatologie,6061
Sy,Fatou,Medecine generale,8295
Fall,Aminata,Medecine generale,7893
Ndiaye,Ousmane,Cardiologie,4757
Ndiaye,Ousmane,Medecine generale,7372
Faye,Cheikh,Dermatologie,5842
Ba,Fatou,Chirurgie,1533
Ndiaye,Aminata,Pediatrie,894
Sow,Mariama,Medecine generale,930
Sy,Cheikh,Gynecologie,6931
Fall,Mariama,Dermatologie,7735
Sarr,Fatou,Cardiologie,1166
Ndiaye,Oumar,Dermatologie,5964
Gueye,Oumar,Pediatrie,3410
Ndiaye,Abdoulaye,Medecine generale,5781
Faye,Abdoulaye,Medecine generale,5696
Sarr,Khady,Pediatrie,8664
Gueye,Khady,Pediatrie,8499
Gueye,Moussa,Pediatrie,7240
Sow,Mariama,Dermatologie,8054
Ndiaye,Fatou,Chirurgie,7635
Faye,Awa,Medecine generale,8550
Ba,Fatou,Dermatologie,5038
Diop,Ousmane,Cardiologie,7811
Ndiaye,Mariama,Chirurgie,2729
Ba,Mariama,Gynecologie,299
Sow,Mamadou,Pediatrie,7671
Sy,Aminata,Medecine generale,8100
Kane,Mariama,Pediatrie,368
Kane,Moussa,Chirurgie,3992
Gueye,Oumar,Cardiologie,4245
Sow,Awa,Dermatologie,9692
Sow,Moussa,Cardiologie,483
Sow,Mamadou,Medecine generale,3409
Ba,Oumar,Pediatrie,2865
Sarr,Ibrahima,Pediatrie,2213
Kane,Cheikh,Chirurgie,7559
Fall,Moussa,Dermatologie,1795
Diop,Mamadou,Chirurgie,4372
Kane,Moussa,Medecine generale,2003
Ba,Khady,Gynecologie,3347
Sow,Awa,Chirurgie,5187
Sy,Khady,Dermatologie,8601
Sarr,Aminata,Gynecologie,3886
Gueye,Awa,Cardiologie,6195
Diallo,Khady,Gynecologie,520
Sow,Ousmane,Chirurgie,5408
Sow,Fatou,Chirurgie,41
Ba,Awa,Chirurgie,8366
Diallo,Fatou,Gynecologie,717
Ba,Mamadou,Cardiologie,8732
Diop,Fatou,Cardiologie,5160
Gueye,Aminata,Gynecologie,3623
Sarr,Cheikh,Cardiologie,7523
Ba,Aminata,Chirurgie,4880
Sy,Aminata,Dermatologie,2677
Sow,Moussa,Dermatologie,7830
Sy,Abdoulaye,Gynecologie,8056
Sarr,Oumar,Chirurgie,3004
Gueye,Moussa,Pediatrie,5193
Diop,Ibrahima,Dermatologie,7150
Sow,Cheikh,Pediatrie,8232
Kane,Moussa,Medecine generale,4512
Sy,Mamadou,Dermatologie,6473
Sow,Cheikh,Medecine generale,2096
Faye,Awa,Chirurgie,5021
Kane,Aminata,Gynecologie,231
Fall,Abdoulaye,Medecine generale,7089
Ndiaye,Ousmane,Pediatrie,1523
Faye,Ibrahima,Dermatologie,5743
Faye,Moussa,Medecine generale,3307
Ndiaye,Khady,Chirurgie,478
Sy,Aminata,Pediatrie,3674
Kane,Mariama,Chirurgie,741
Diallo,Mamadou,Cardiologie,5923
Fall,Mariama,Chirurgie,7904
Ndiaye,Ibrahima,Dermatologie,7526
Kane,Mariama,Medecine generale,356
Ba,Mamadou,Dermatologie,7918
Ba,Awa,Chirurgie,307
Faye,Oumar,Pediatrie,7534
Sy,Abdoulaye,Cardiologie,1222
Diallo,Mamadou,Pediatrie,5786
Fall,Cheikh,Pediatrie,3547
Sarr,Awa,Pediatrie,8542
Sy,Ousmane,Chirurgie,9851
Diop,Moussa,Chirurgie,2374
Ndiaye,Cheikh,Pediatrie,6184
Kane,Abdoulaye,Dermatologie,3202
Sow,Oumar,Cardiologie,1891
Sy,Ousmane,Gynecologie,6466
Fall,Mariama,Dermatologie,9006
Sarr,Aminata,Cardiologie,4008
Diop,Fatou,Chirurgie,7258
Ba,Mariama,Chirurgie,7917
Diallo,Mamadou,Chirurgie,5083
Ba,Moussa,Gynecologie,8636
Diallo,Oumar,Dermatologie,5282
Fall,Mamadou,Pediatrie,2470
Sarr,Ousmane,Gynecologie,9083
Diallo,Ibrahima,Pediatrie,5968
Diallo,Ousmane,Medecine generale,8325
Sy,Mariama,Medecine generale,8894
Fall,Aminata,Medecine generale,7438
Gueye,Moussa,Chirurgie,2315
Fall,Fatou,Cardiologie,1825
Sy,Ousmane,Pediatrie,7398
Sow,Ibrahima,Chirurgie,4977
Sow,Fatou,Medecine generale,5852
Diallo,Oumar,Medecine generale,4723
Faye,Mamadou,Gynecologie,5898
Faye,Abdoulaye,Pediatrie,4045
Gueye,Moussa,Gynecologie,7736
Sy,Ousmane,Gynecologie,2360
Diop,Abdoulaye,Medecine generale,7567
Gueye,Mamadou,Medecine generale,5805
Sy,Cheikh,Chirurgie,8829
Sow,Ousmane,Pediatrie,3451
Ndiaye,Aminata,Gynecologie,9792
Ndiaye,Mariama,Dermatologie,3848
Fall,Abdoulaye,Chirurgie,7862
Ndiaye,Moussa,Cardiologie,4923
Gueye,Awa,Pediatrie,6763
Fall,Aminata,Cardiologie,4774
Fall,Moussa,Chirurgie,8360
Gueye,Oumar,Dermatologie,2942
Sy,Fatou,Pediatrie,1833
Fall,Fatou,Cardiologie,2967
Ba,Mamadou,Dermatologie,3621
Sow,Moussa,Gynecologie,6246
Sarr,Mariama,Chirurgie,5101
Diallo,Aminata,Cardiologie,7950
Sow,Aminata,Cardiologie,7796
Diallo,Moussa,Gynecologie,6082
Ba,Ibrahima,Pediatrie,7720
Ndiaye,Cheikh,Dermatologie,2891
Ba,Abdoulaye,Medecine generale,6989
Sy,Khady,Gynecologie,9348
Kane,Cheikh,Medecine generale,3173
Ba,Khady,Dermatologie,257
Diop,Ibrahima,Dermatologie,6259
Faye,Moussa,Gynecologie,4776
Kane,Mariama,Chirurgie,6366
Ndiaye,Khady,Gynecologie,2675
Sarr,Abdoulaye,Chirurgie,707
Sy,Mamadou,Cardiologie,1620
Gueye,Ousmane,Medecine generale,4668
Fall,Oumar,Medecine generale,6949
Gueye,Abdoulaye,Chirurgie,9653
Ba,Mamadou,Pediatrie,5609
Diop,Mariama,Cardiologie,3686
Ba,Cheikh,Gynecologie,86
Diop,Khady,Dermatologie,3654
Kane,Cheikh,Gynecologie,3954
Fall,Abdoulaye,Dermatologie,5363
Faye,Oumar,Cardiologie,7180
Diop,Ousmane,Chirurgie,7360
Ndiaye,Ousmane,Pediatrie,6720
Gueye,Ibrahima,Gynecologie,6482
Fall,Abdoulaye,Chirurgie,9275
Gueye,Aminata,Pediatrie,5161
Ba,Oumar,Medecine generale,4865
Gueye,Cheikh,Dermatologie,1611
Sy,Moussa,Pediatrie,4859
Diallo,Mariama,Chirurgie,3283
Faye,Ibrahima,Medecine generale,5251
Fall,Abdoulaye,Gynecologie,9979
Ba,Abdoulaye,Pediatrie,2603
Gueye,Mariama,Dermatologie,1368
Ba,Cheikh,Medecine generale,3370
Diallo,Aminata,Pediatrie,9313
Gueye,Fatou,Dermatologie,1855
Sow,Mariama,Chirurgie,1384
Diallo,Ibrahima,Medecine generale,5416
Kane,Ousmane,Dermatologie,7859
Sy,Ibrahima,Gynecologie,7809
Faye,Oumar,Medecine generale,9694
Diop,Moussa,Medecine generale,7855
Diallo,Aminata,Medecine generale,5987
Faye,Aminata,Dermatologie,3894
Ndiaye,Abdoulaye,Pediatrie,1308
Sow,Oumar,Chirurgie,6791
